通番号,公示年度,スキーム,分野,調査・事業名,提案法人名,代表法人所在地,外部人材（コンサルティング企業）,対象国
376,2012,協力準備調査（PPPインフラ事業）,都市開発・地域開発,中小企業向けレンタル工場事業準備調査(PPPインフラ事業),株式会社フォーバル、株式会社三菱総合研究所 共同企業体,東京都,-,ベトナム
,,,,,,,,
,,,,,,,,
377,2012,協力準備調査（PPPインフラ事業）,都市開発・地域開発,第2バ・ティエン工業団地中小企業向けレンタル工場整備運営事業準備調査(PPPインフラ事業),大新東株式会社、伊藤忠ロジスティックス株式会社、株式会社InterAct、株式会社エー・ディー・ワークス、パシフィックコンサルタンツ株式会社、株式会社オリエンタルコンサルタンツ 共同企業体,東京都,-,ベトナム
,,,,,,,,
,,,,,,,,
378,2013,協力準備調査（PPPインフラ事業）,都市開発・地域開発,ビンズオン省におけるTODによる都市開発事業並びにBRT事業準備調査(PPPインフラ事業),東京急行電鉄株式会社、日本工営株式会社、日建設計総合研究所、株式会社コーエイ総合研究所 共同企業体,東京都,-,ベトナム
,,,,,,,,
,,,,,,,,
379,2010,協力準備調査（BOPビジネス連携促進）,環境・エネルギー,エネルギー・マイクロユーティリティー展開CDM事業準備調査(BOPビジネス連携促進),株式会社PEARカーボンオフセット・イニシアティブ、株式会社エネルギー環境研究所、株式会社アルセド 共同企業体,東京都,-,バングラデシュ
380,2010,協力準備調査（BOPビジネス連携促進）,環境・エネルギー,ジャトロファ事業準備調査(BOPビジネス連携促進),日本ジャトロファ株式会社,東京都,-,タンザニア
371,2010,協力準備調査（BOPビジネス連携促進）,環境・エネルギー,家庭・小規模事業者向け簡易固形燃料製造事業準備調査(BOPビジネス連携促進),日永インターナショナル株式会社、株式会社パンテル・インターナショナル 共同企業体,東京都,-,タンザニア
382,2010,協力準備調査（BOPビジネス連携促進）,環境・エネルギー,無電化地域のオフグリッド電化事業準備調査(BOPビジネス連携促進),株式会社ソニーコンピュータサイエンス研究所、ソニー株式会社 共同企業体,東京都,(なし),ガーナ
383,2010,協力準備調査（BOPビジネス連携促進）,環境・エネルギー,燃料転換事業準備調査(BOPビジネス連携促進),日本資源エネルギー開発株式会社、社団法人アフリカ開発協会、株式会社建設技術センター、株式会社石井鐵工所 共同企業体,東京都,-,モザンビーク
384,2011,協力準備調査（BOPビジネス連携促進）,環境・エネルギー,排出権クレジットを活用した珪藻土耐火断熱レンガ製かまどの製造・販売事業準備調査(BOPビジネス連携促進),日本テピア株式会社、株式会社イソライト住機、イソライト工業株式会社、株式会社アルセド 共同企業体,東京都,-,ネパール
,,,,,,,,
,,,,,,,,
385,2011,協力準備調査（BOPビジネス連携促進）,環境・エネルギー,軽量太陽光パネルを用いた貧困層の生活水準向上事業準備調査(BOPビジネス連携促進),株式会社地球快適化インスティチュート、一般社団法人アライアンス・フォーラム財団 共同企業体,東京都,三菱化学株式会社,バングラデシュ
386,2012,協力準備調査（BOPビジネス連携促進）,環境・エネルギー,バッテリー再生利用による包括的電化推進事業準備調査(BOPビジネス連携促進),一般社団法人OSAジャパン、バッテリーバンクシステムズ株式会社、環境ライフテクノロジー株式会社、有限会社三栄エムイー、有限会社アイエムジー 共同企業体,東京都,(なし),ケニア
,,,,,,,,
387,2013,協力準備調査（BOPビジネス連携促進）,環境・エネルギー,デジタルグリッドを活用した地方電化及び新産業創出事業準備調査(BOPビジネス連携促進),Digital Grid Solutions株式会社、一般社団法人デジタルグリッドコンソーシアム、国立大学法人東京大学、株式会社電通、特定非営利活動法人ミレニアムプロミスジャパン 共同企業体,東京都,(なし),ケニア
,,,,,,,,
388,2011,協力準備調査（BOPビジネス連携促進）,廃棄物処理,動静脈物流ビジネスモデル構築事業準備調査(BOPビジネス連携促進),伊藤忠エネクス株式会社,東京都,学校法人日栄学園、株式会社矢野経済研究所、株式会社アーク・イノベーション,パラオ
,,,,,,,,ミクロネシア連邦
,,,,,,,,マーシャル
,,,,,,,,パプアニューギニア
389,2010,協力準備調査（BOPビジネス連携促進）,水の浄化・水処理,マイクロクレジットシステムを取り入れた雨水タンク事業準備調査(BOPビジネス連携促進),株式会社天水研究所、株式会社パデコ 共同企業体,東京都,(なし),バングラデシュ
390,2010,協力準備調査（BOPビジネス連携促進）,水の浄化・水処理,未給水地域における水供給事業準備調査(BOPビジネス連携促進),豊田通商株式会社,東京都,-,スリランカ
391,2011,協力準備調査（BOPビジネス連携促進）,水の浄化・水処理,POU浄水技術普及事業準備調査(BOPビジネス連携促進),兼松株式会社、日研株式会社、有限会社アイエムジー 共同企業体,東京都,(なし),ベトナム
,,,,,,,,
,,,,,,,,
392,2011,協力準備調査（BOPビジネス連携促進）,水の浄化・水処理,太陽光発電・小型脱塩浄水装置を用いた飲用水供給事業準備調査(BOPビジネス連携促進),水道機工株式会社、東レ株式会社、北九州市、財団法人北九州国際技術協力協会(KITA) 共同企業体,東京都,-,インドネシア
393,2011,協力準備調査（BOPビジネス連携促進）,水の浄化・水処理,安全な水供給のためのBOPビジネス事業準備調査(BOPビジネス連携促進),オリジナル設計株式会社、岩崎電気株式会社 共同企業体,東京都,-,バングラデシュ
394,2011,協力準備調査（BOPビジネス連携促進）,水の浄化・水処理,農村部における生活用水給水システム事業準備調査(BOPビジネス連携促進),輝水工業株式会社,東京都,株式会社フォーバル、九州海外協力協会,カンボジア
,,,,,,,,
,,,,,,,,
395,2010,協力準備調査（BOPビジネス連携促進）,農業,農業と公衆衛生を対象とした微生物資材ビジネスにおける事業準備調査(BOPビジネス連携促進),株式会社オーガニック・ソリューションズ・ジャパン,東京都,-,ルワンダ
396,2011,協力準備調査（BOPビジネス連携促進）,農業,BOP訴求型の農林業由来バイオコークス製造販売事業準備調査(BOPビジネス連携促進),王子製紙株式会社、株式会社あらたサステナビリティ認証機構、株式会社ナニワ炉機研究所 共同企業体,東京都,プライスウォーターハウスクーパース株式会社、PwC Thailand、PwC Laos、Riverorchid Insight Co.,ラオス
,,,,,,,,
,,,,,,,,
397,2011,協力準備調査（BOPビジネス連携促進）,農業,アグロフォレストリー農法を用いた環境順応型BOPビジネス事業準備調査(BOPビジネス連携促進),株式会社フルッタフルッタ、プライスウォーターハウスクーパース株式会社 共同企業体,東京都,あらた監査法人、有限会社アイエムジー、CAMTA,ブラジル
398,2011,協力準備調査（BOPビジネス連携促進）,農業,北部・東部州のヒマ栽培による低炭素・エネルギー自給型コミュニティ形成事業準備調査(BOPビジネス連携促進),株式会社PEARカーボンオフセット・イニシアティブ、株式会社グリーン・マテリアルズ研究所、日本工営株式会社 共同企業体,東京都,-,スリランカ
399,2011,協力準備調査（BOPビジネス連携促進）,農業,地産地消ビジネス事業準備調査(BOPビジネス連携促進),川商フーズ株式会社、プライスウォーターハウスクーパース株式会社 共同企業体,東京都,-,ガーナ
400,2011,協力準備調査（BOPビジネス連携促進）,農業,地雷除去地域での綿花栽培事業準備調査(BOPビジネス連携促進),一般社団法人カンボジアコットンクラブ,東京都,ドリームインキュベータ,カンボジア
,,,,,,,,
,,,,,,,,
401,2011,協力準備調査（BOPビジネス連携促進）,農業,循環式養殖技術を用いたBOP事業準備調査(BOPビジネス連携促進),株式会社地球システム科学,東京都,-,ボリビア
,,,,,,,,
,,,,,,,,
402,2013,協力準備調査（BOPビジネス連携促進）,農業,サボテン付加価値向上事業準備調査(BOPビジネス連携促進),株式会社ジェイ・シー・ビー・ジャポン、株式会社東洋高圧、株式会社パデコ 共同企業体,東京都,【辞退】,モロッコ
,,,,,,,,
403,2013,協力準備調査（BOPビジネス連携促進）,農業,ミャンマーにおける天候指標保険事業準備調査(BOPビジネス連携促進),三井住友海上火災保険株式会社、プライスウォーターハウスクーパースサステナビリティ株式会社 共同企業体,東京都,Myanmar Agribusiness Public Company、PwC Myanmar、Myanmar Compass Company,ミャンマー
